ENSMUSG00000027365	0	0
ENSMUSG00000027365	1	1097
ENSMUSG00000027365	2	44
ENSMUSG00000027365	3	0
ENSMUSG00000027365	4	0
ENSMUSG00000027365	5	302
ENSMUSG00000027365	6	1387
ENSMUSG00000027365	7	302
ENSMUSG00000027365	8	165
ENSMUSG00000027365	9	382
ENSMUSG00000027365	10	2383
ENSMUSG00000027365	11	1157
ENSMUSG00000027365	12	7786
ENSMUSG00000027365	13	817
ENSMUSG00000027365	14	47
ENSMUSG00000027365	15	561
ENSMUSG00000027365	16	296
ENSMUSG00000027365	17	149
ENSMUSG00000027365	18	718
ENSMUSG00000027365	19	1239
ENSMUSG00000027365	20	5842
ENSMUSG00000027365	21	5678
ENSMUSG00000027365	22	8400
ENSMUSG00000027365	23	2200
ENSMUSG00000027365	24	1136
ENSMUSG00000027365	25	14
ENSMUSG00000027365	26	873
ENSMUSG00000027365	27	1098
ENSMUSG00000027365	28	765
ENSMUSG00000027365	29	191
ENSMUSG00000027365	30	2265
ENSMUSG00000027365	31	442
ENSMUSG00000027365	32	757
ENSMUSG00000027365	33	555
ENSMUSG00000027365	34	253
ENSMUSG00000027365	35	1196
ENSMUSG00000027365	36	1613
ENSMUSG00000027365	37	0
ENSMUSG00000027365	38	6025
ENSMUSG00000027365	39	2561
ENSMUSG00000027365	40	2066
ENSMUSG00000027365	41	376
ENSMUSG00000027365	42	713
ENSMUSG00000027365	43	84
ENSMUSG00000027365	44	791
ENSMUSG00000027365	45	4588
ENSMUSG00000027365	46	5730
ENSMUSG00000027365	47	1929
ENSMUSG00000027365	48	1919
ENSMUSG00000027365	49	1131
ENSMUSG00000027365	50	79
ENSMUSG00000027365	51	2511
ENSMUSG00000027365	52	1873
ENSMUSG00000027365	53	98
ENSMUSG00000027365	54	752
ENSMUSG00000027365	55	1213
ENSMUSG00000027365	56	2046
ENSMUSG00000027365	57	281
ENSMUSG00000027365	58	114
ENSMUSG00000027365	59	459
ENSMUSG00000027365	60	9
ENSMUSG00000027365	61	3526
ENSMUSG00000027365	62	576
ENSMUSG00000027365	63	378
ENSMUSG00000027365	64	420
ENSMUSG00000027365	65	1208
ENSMUSG00000027365	66	12
ENSMUSG00000027365	67	1217
ENSMUSG00000027365	68	918
ENSMUSG00000027365	69	424
ENSMUSG00000027365	70	2071
ENSMUSG00000027365	71	4393
ENSMUSG00000027365	72	597
ENSMUSG00000027365	73	1025
ENSMUSG00000027365	74	14288
ENSMUSG00000027365	75	1299
ENSMUSG00000027365	76	269
ENSMUSG00000027365	77	464
ENSMUSG00000027365	78	2830
ENSMUSG00000027365	79	1378
ENSMUSG00000027365	80	36302
ENSMUSG00000027365	81	3332
ENSMUSG00000027365	82	2474
ENSMUSG00000027365	83	1423
ENSMUSG00000027365	84	1326
ENSMUSG00000027365	85	4583
ENSMUSG00000027365	86	1853
ENSMUSG00000027365	87	2748
ENSMUSG00000027365	88	6601
ENSMUSG00000027365	89	5610
ENSMUSG00000027365	90	5668
ENSMUSG00000027365	91	363
ENSMUSG00000027365	92	1646
ENSMUSG00000027365	93	1579
ENSMUSG00000027365	94	1143
ENSMUSG00000027365	95	218
ENSMUSG00000027365	96	86
ENSMUSG00000027365	97	262
ENSMUSG00000027365	98	166
ENSMUSG00000027365	99	0
