ENSMUSG00000022715	0	0
ENSMUSG00000022715	1	0
ENSMUSG00000022715	2	0
ENSMUSG00000022715	3	0
ENSMUSG00000022715	4	0
ENSMUSG00000022715	5	0
ENSMUSG00000022715	6	0
ENSMUSG00000022715	7	0
ENSMUSG00000022715	8	0
ENSMUSG00000022715	9	0
ENSMUSG00000022715	10	0
ENSMUSG00000022715	11	0
ENSMUSG00000022715	12	0
ENSMUSG00000022715	13	0
ENSMUSG00000022715	14	0
ENSMUSG00000022715	15	0
ENSMUSG00000022715	16	0
ENSMUSG00000022715	17	0
ENSMUSG00000022715	18	0
ENSMUSG00000022715	19	0
ENSMUSG00000022715	20	0
ENSMUSG00000022715	21	0
ENSMUSG00000022715	22	0
ENSMUSG00000022715	23	0
ENSMUSG00000022715	24	0
ENSMUSG00000022715	25	0
ENSMUSG00000022715	26	0
ENSMUSG00000022715	27	0
ENSMUSG00000022715	28	0
ENSMUSG00000022715	29	0
ENSMUSG00000022715	30	0
ENSMUSG00000022715	31	0
ENSMUSG00000022715	32	0
ENSMUSG00000022715	33	0
ENSMUSG00000022715	34	0
ENSMUSG00000022715	35	0
ENSMUSG00000022715	36	0
ENSMUSG00000022715	37	0
ENSMUSG00000022715	38	0
ENSMUSG00000022715	39	0
ENSMUSG00000022715	40	0
ENSMUSG00000022715	41	0
ENSMUSG00000022715	42	0
ENSMUSG00000022715	43	0
ENSMUSG00000022715	44	0
ENSMUSG00000022715	45	0
ENSMUSG00000022715	46	0
ENSMUSG00000022715	47	0
ENSMUSG00000022715	48	0
ENSMUSG00000022715	49	0
ENSMUSG00000022715	50	0
ENSMUSG00000022715	51	0
ENSMUSG00000022715	52	0
ENSMUSG00000022715	53	0
ENSMUSG00000022715	54	0
ENSMUSG00000022715	55	0
ENSMUSG00000022715	56	0
ENSMUSG00000022715	57	0
ENSMUSG00000022715	58	0
ENSMUSG00000022715	59	0
ENSMUSG00000022715	60	0
ENSMUSG00000022715	61	0
ENSMUSG00000022715	62	0
ENSMUSG00000022715	63	0
ENSMUSG00000022715	64	0
ENSMUSG00000022715	65	0
ENSMUSG00000022715	66	0
ENSMUSG00000022715	67	0
ENSMUSG00000022715	68	0
ENSMUSG00000022715	69	0
ENSMUSG00000022715	70	0
ENSMUSG00000022715	71	0
ENSMUSG00000022715	72	0
ENSMUSG00000022715	73	0
ENSMUSG00000022715	74	0
ENSMUSG00000022715	75	0
ENSMUSG00000022715	76	0
ENSMUSG00000022715	77	1
ENSMUSG00000022715	78	14
ENSMUSG00000022715	79	14
ENSMUSG00000022715	80	14
ENSMUSG00000022715	81	8
ENSMUSG00000022715	82	0
ENSMUSG00000022715	83	0
ENSMUSG00000022715	84	0
ENSMUSG00000022715	85	0
ENSMUSG00000022715	86	0
ENSMUSG00000022715	87	0
ENSMUSG00000022715	88	0
ENSMUSG00000022715	89	0
ENSMUSG00000022715	90	0
ENSMUSG00000022715	91	0
ENSMUSG00000022715	92	0
ENSMUSG00000022715	93	0
ENSMUSG00000022715	94	0
ENSMUSG00000022715	95	0
ENSMUSG00000022715	96	0
ENSMUSG00000022715	97	0
ENSMUSG00000022715	98	0
ENSMUSG00000022715	99	0
